epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.6272718667984009,0.6486148302634338,0.6846532821655273,0.8010078430190963
1,0.001,0.49054895639419555,0.7777048046889291,0.7802696228027344,0.008348892007411577
2,0.001,0.4460623264312744,0.8241744884354013,0.6382203698158264,0.8010078430190963
3,0.001,0.4227278470993042,0.846351785596277,0.5568718910217285,0.8010078430190963
4,0.001,0.41213146448135374,0.8460798655015164,0.47661709785461426,0.8010078430190963
5,0.001,0.38883591294288633,0.8604589882665258,0.45494145154953003,0.8010078430190963
6,0.001,0.37662179470062257,0.8627799755045126,0.5008032917976379,0.8010078430190963
7,0.001,0.36116464138031007,0.866504150801824,0.5207819938659668,0.8010078430190963
8,0.001,0.350713974237442,0.8661974733438542,0.6104202270507812,0.8010078430190963
9,0.001,0.34193779826164244,0.8679155428435873,0.5184922814369202,0.8010078430190963
10,0.001,0.334065842628479,0.8678156746236507,0.5204697847366333,0.8010078430190963
11,0.001,0.32091731429100034,0.8745423426472847,0.522508978843689,0.8010078430190963
12,0.001,0.3089348554611206,0.877978473363862,0.5113662481307983,0.8014540212743266
13,0.001,0.30495131611824033,0.8774503704434387,0.4683264493942261,0.8010078430190963
14,0.001,0.2911351382732391,0.8807540652283263,0.4095216393470764,0.8034980378578045
15,0.001,0.28097612857818605,0.8845552948598532,0.4536992907524109,0.7920659915875469
16,0.001,0.27859004139900206,0.8810712484232148,0.4607234001159668,0.7953711207121327
17,0.001,0.27104257941246035,0.8836813499001767,0.41016578674316406,0.8361470396617318
18,0.001,0.2689592957496643,0.8822520092078449,0.40748172998428345,0.7860913793408322
19,0.001,0.26045899391174315,0.8841302026102952,0.41930073499679565,0.7713572645638561
20,0.001,0.2593376964330673,0.8836692500760033,0.3587007522583008,0.8400109023911474
21,0.001,0.24916921257972718,0.8878637772462755,0.3441137671470642,0.8417735773737608
22,0.001,0.2421955645084381,0.8888179937225287,0.3348897695541382,0.8440070164088302
23,0.001,0.23585255444049835,0.8916884284258407,0.34926632046699524,0.8317717954959363
24,0.001,0.233754962682724,0.8900097387936228,0.34308168292045593,0.8271095035809843
25,0.001,0.2342145711183548,0.8882026716642027,0.3316919803619385,0.8400309818826324
26,0.001,0.228336963057518,0.8891758200880815,0.35275426506996155,0.8422721474514507
