epoch,lr,loss,iou,val_loss,val_iou
0,0.01,0.5305326223373413,0.7764357455052365,0.6454935073852539,0.8010078430190963
1,0.01,0.467860609292984,0.7786391476775151,0.594568133354187,0.8010078430190963
2,0.01,0.39679116010665894,0.8047548938452007,0.5176752805709839,0.8010078430190963
3,0.01,0.3552308142185211,0.8213282977993464,0.4445095658302307,0.8010078430190963
4,0.01,0.3220129609107971,0.8335392736304406,0.42304810881614685,0.8010078430190963
5,0.01,0.3030729711055756,0.8365976979435089,0.4340735375881195,0.8010078430190963
6,0.01,0.29071023464202883,0.841960087595592,0.4572029113769531,0.8010078430190963
7,0.01,0.2807571470737457,0.8465285584032267,0.46310725808143616,0.8010078430190963
8,0.01,0.274389374256134,0.8489174023506187,0.4896412789821625,0.8010078430190963
9,0.01,0.2729422688484192,0.8458323627938988,0.4633370637893677,0.8010078430190963
10,0.01,0.26252067387104033,0.8492682297037932,0.5100239515304565,0.8010078430190963
11,0.01,0.2481925368309021,0.8578733496301308,0.5240646600723267,0.8010078430190963
12,0.01,0.2535828292369843,0.8546334386074045,0.4543812572956085,0.8010078430190963
13,0.01,0.24035884141921998,0.8616193174056745,0.6133619546890259,0.613796393426569
14,0.01,0.2287845194339752,0.8676848618973904,0.39454370737075806,0.7975874010277354
15,0.01,0.22646572589874267,0.8681456846087269,0.40527766942977905,0.7906872901073481
16,0.01,0.22983074188232422,0.8669611856876646,0.4023711681365967,0.787860545612629
17,0.01,0.22187378406524658,0.8706131589786795,0.3734433352947235,0.8034028836397722
18,0.01,0.2186415523290634,0.873707806735156,0.33536720275878906,0.8224492637881136
19,0.01,0.2183416187763214,0.8712340048946662,0.3153125047683716,0.8329089198691261
20,0.01,0.21270578503608703,0.8746993823317695,0.2983924150466919,0.8414824817314743
21,0.01,0.2087450385093689,0.8778119735473889,0.2968372702598572,0.8450149497485644
22,0.01,0.20240248143672943,0.8812072751377322,0.2931840121746063,0.8455541052733222
23,0.01,0.21015267968177795,0.877013448204402,0.29069072008132935,0.8467241058071148
24,0.01,0.20762132108211517,0.8777883249710954,0.291952908039093,0.8491609789383553
25,0.01,0.20041559934616088,0.8823813066954131,0.28694605827331543,0.8513900673140181
26,0.01,0.19635583460330963,0.8847974515778547,0.28768888115882874,0.8529491650748586
27,0.01,0.19593438506126404,0.884669376015971,0.29932257533073425,0.8463091740519006
28,0.01,0.19693970680236816,0.8831064548867422,0.29635947942733765,0.8462171594429261
29,0.01,0.19316480159759522,0.8848287889689391,0.29486382007598877,0.8495763498492026
30,0.01,0.19063798785209657,0.8861422030574161,0.29494333267211914,0.848485592329393
31,0.01,0.18926652371883393,0.8868299381351761,0.2936876714229584,0.8499000807053576
32,0.01,0.1872660279273987,0.8890890560009206,0.29896289110183716,0.846597068915717
33,0.01,0.18865408897399902,0.8871440565579184,0.29637670516967773,0.8464576294154058
