epoch,lr,loss,iou,val_loss,val_iou
32,0.1,0.16029791235923768,0.9016718023671194,0.3202086091041565,0.8534328258076543
33,0.1,0.15772156417369843,0.9038596735008069,0.3290226459503174,0.8499908253980365
34,0.1,0.1542427659034729,0.9055649884552633,0.3198661804199219,0.8553938754900452
35,0.1,0.15944457352161406,0.9025939710392831,0.3502156734466553,0.8329237239276994
36,0.1,0.15861407816410064,0.9029377045081649,0.32301485538482666,0.8507663783985556
37,0.1,0.15749484896659852,0.9034472797051191,0.32595258951187134,0.8560751317948914
38,0.1,0.1548392057418823,0.9051601293490431,0.32292038202285767,0.8530609981821463
39,0.1,0.14667910933494568,0.9097708065314969,0.3248307704925537,0.8572202676327854
40,0.1,0.14776504039764404,0.9094277940715431,0.32659363746643066,0.8537375196667968
41,0.1,0.14287505447864532,0.9124190776350838,0.3210484981536865,0.8533810709303256
42,0.1,0.14503272473812104,0.9107899258540451,0.3347681760787964,0.8519283463291283
43,0.1,0.1453094482421875,0.9105943724628053,0.3357672691345215,0.8539371168482639
44,0.1,0.14666913449764252,0.9102338013878102,0.34966644644737244,0.8544491799056997
45,0.1,0.14516042470932006,0.9107246228421471,0.33675527572631836,0.8544160078481274
46,0.1,0.1410077154636383,0.9130706349424633,0.32828110456466675,0.8526436692185915
47,0.1,0.14616375267505646,0.9103384822502147,0.32440757751464844,0.8514102016784054
48,0.1,0.14216699302196503,0.9126932381754195,0.3343271017074585,0.8526450914311555
49,0.1,0.14655197262763978,0.9103272887564495,0.35014304518699646,0.8515062206409679
50,0.1,0.14247834384441377,0.9126324915783935,0.3381929397583008,0.8518150926608644
51,0.1,0.13617892563343048,0.9161449210937357,0.33004605770111084,0.8475390284103751
52,0.1,0.13768489956855773,0.9154914745069506,0.34724074602127075,0.8528851303723248
53,0.1,0.13779576420783995,0.914909581355252,0.34988969564437866,0.8492775154793627
54,0.1,0.13677327632904052,0.9158914624402895,0.33201032876968384,0.8538937327288689
55,0.1,0.13955003321170806,0.9138666297665217,0.3408026099205017,0.8511528722091886
56,0.1,0.13571079671382905,0.9164011547483422,0.33095264434814453,0.854945511540623
57,0.1,0.1380590945482254,0.9152974307820352,0.3347192406654358,0.8522957389972199
58,0.1,0.13215477168560028,0.9186558488564992,0.338318407535553,0.8481512899720173
59,0.1,0.13243632912635803,0.9185050316931231,0.3365210294723511,0.8522278331666534
60,0.1,0.1263521522283554,0.9220580609133557,0.3389888405799866,0.8533056994465872
61,0.1,0.13331688195466995,0.9176842314397129,0.335001677274704,0.8566260636607886
62,0.1,0.1337281957268715,0.9178851450044224,0.3397197127342224,0.8517193568483032
63,0.1,0.1326868087053299,0.918052743782348,0.344186395406723,0.851304604305821
64,0.1,0.13144411891698837,0.9190851182963725,0.3408808410167694,0.8556878091023472
65,0.1,0.12818669229745866,0.9208687709877084,0.3394796550273895,0.850762798977296
66,0.1,0.13000961542129516,0.9200513867188033,0.3382166922092438,0.8572324247034546
67,0.1,0.12744506001472472,0.9215261561223477,0.3395698368549347,0.8521488181535263
68,0.1,0.12620217204093934,0.9223004112321064,0.34018656611442566,0.846396485226483
69,0.1,0.1299745112657547,0.9200821688434054,0.3360340893268585,0.8549711782834301
70,0.1,0.1234544649720192,0.9240505936640818,0.3374224305152893,0.854541270343075
71,0.1,0.12779681831598283,0.9212958511521572,0.3391420245170593,0.8542628231904764
72,0.1,0.12375182509422303,0.9235352087914963,0.340362548828125,0.8563035803908555
73,0.1,0.12929856777191162,0.9204353192813329,0.33974000811576843,0.8535681886919433
74,0.1,0.1273553267121315,0.9215220875472506,0.3404009938240051,0.8538012106831093
75,0.1,0.1253022938966751,0.9228116318429769,0.34738847613334656,0.8539475140220754
76,0.1,0.12457960844039917,0.9230350466609066,0.35030895471572876,0.8520482665818268
77,0.1,0.12702951580286026,0.9216065870674888,0.34565356373786926,0.8524381222640892
78,0.1,0.1252143368124962,0.9227334014594274,0.3407278060913086,0.8545647212989145
79,0.1,0.12811265587806703,0.9213220068276782,0.34082457423210144,0.8544179870277715
80,0.1,0.12686106860637664,0.9220941356762762,0.34208086133003235,0.8503461520822931
81,0.1,0.1239883154630661,0.9237730656913158,0.3442249894142151,0.8496950249297257
82,0.1,0.11807893812656403,0.9272271492170916,0.3413980305194855,0.8529711052134932
83,0.1,0.11913543045520783,0.9265473493766777,0.3405231237411499,0.8540985191382509
84,0.1,0.1215749204158783,0.9252508343518994,0.34136393666267395,0.8536293395245111
85,0.1,0.1249921202659607,0.9231503904950666,0.3408351242542267,0.8545965694048462
86,0.1,0.11861996054649353,0.9267499466404058,0.3401792347431183,0.8539762259705972
87,0.1,0.11923168152570725,0.9265423624590305,0.34080979228019714,0.8529960873730552
88,0.1,0.12820391803979875,0.9211697660970719,0.3434448540210724,0.8523554303335856
89,0.1,0.12639657258987427,0.9222859263806211,0.34568002820014954,0.8522023498191069
90,0.1,0.12115413844585418,0.9255457115990656,0.34529364109039307,0.8521840022813606
91,0.1,0.11932906061410904,0.9264276973024826,0.3454991281032562,0.8520988595377755
92,0.1,0.12148628979921341,0.9247498926908955,0.34524255990982056,0.852536796081074
93,0.1,0.12187807410955429,0.9250353834656002,0.34510523080825806,0.8525887897999043
94,0.1,0.12202484011650086,0.9246098643470176,0.34535861015319824,0.8526823048356438
95,0.1,0.12237724214792252,0.924618838322705,0.344576895236969,0.8528462534221448
96,0.1,0.11911918669939041,0.9265048237798527,0.34494489431381226,0.8528082753199209
97,0.1,0.12221114337444305,0.9247188858564606,0.3452175557613373,0.852680828984942
98,0.1,0.12260082513093948,0.9245437514229434,0.3452850878238678,0.8525633581782144
99,0.1,0.11903203129768372,0.9268588928409761,0.34471607208251953,0.8525947472642315
