epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.8897620916366578,0.07804805889581413,0.7632439136505127,9.524743855735137e-12
1,0.001,0.8436741590499878,0.15363532449423928,0.7710691690444946,9.524743855735137e-12
2,0.001,0.7935664296150208,0.3089877386530147,0.7746714353561401,9.524743855735137e-12
3,0.001,0.7344732999801635,0.48786669633296775,0.7728073596954346,0.002011721883478063
4,0.001,0.6992901921272278,0.5871306502062705,0.760195255279541,0.006009042586428057
5,0.001,0.6631837129592896,0.6472096526632559,0.7146437168121338,0.7787029553391799
6,0.001,0.6215899109840393,0.683069756849502,0.6570665836334229,0.7999876356563292
7,0.001,0.5932971596717834,0.713680098740237,0.576684832572937,0.8009877142281587
8,0.001,0.5618313789367676,0.7427721516534526,0.5502547025680542,0.8010040283218307
9,0.001,0.5434495091438294,0.7520742619823045,0.5135815143585205,0.8010078430190963
10,0.001,0.5275402188301086,0.75600100546457,0.48091208934783936,0.8010078430190963
11,0.001,0.5139656782150268,0.7633527047070721,0.46163713932037354,0.8010078430190963
12,0.001,0.49260400533676146,0.7829916852663112,0.45610493421554565,0.8010078430190963
13,0.001,0.47982036471366885,0.7895147626685831,0.4538372755050659,0.8010067764400809
14,0.001,0.4723371028900146,0.7878011758351132,0.4479962885379791,0.8009987106043306
15,0.001,0.46000528931617735,0.7952808714310869,0.44356298446655273,0.8009933355426033
16,0.001,0.4425592303276062,0.8125928544698394,0.4399215579032898,0.8011205037702422
17,0.001,0.4445364594459534,0.7994554234230752,0.4367428421974182,0.8028404958813129
18,0.001,0.4356428921222687,0.8032604605971456,0.42417728900909424,0.8106887816397897
19,0.001,0.4214860796928406,0.8156953485061907,0.41625988483428955,0.820865057640958
20,0.001,0.4128133773803711,0.8211156505731375,0.4101238548755646,0.8220168745819402
21,0.001,0.4091668426990509,0.8196287309988386,0.41691339015960693,0.8132559330614899
22,0.001,0.39807366132736205,0.8267574117091425,0.41690248250961304,0.8079739073279677
23,0.001,0.3949979662895203,0.8245083632966955,0.41179609298706055,0.8069116462839497
24,0.001,0.3897109150886536,0.825070841329157,0.40849998593330383,0.8073821465445743
25,0.001,0.38028544187545776,0.8324469684899286,0.40466785430908203,0.8070773794654489
26,0.001,0.3742224514484406,0.8349048822675639,0.40179890394210815,0.8071651698234767
27,0.001,0.37257311344146726,0.831601663103718,0.3980943560600281,0.8069599593964296
28,0.001,0.3699477195739746,0.831428176812354,0.39608341455459595,0.8086098814341398
29,0.001,0.3626289129257202,0.8369758024663574,0.39132922887802124,0.8109739170334095
30,0.001,0.3648602783679962,0.8304965207807062,0.3885061740875244,0.8117482404199059
31,0.001,0.36078217029571535,0.8338716791703257,0.3860554099082947,0.8132699206096519
32,0.001,0.35083932280540464,0.8418098301478861,0.3834359645843506,0.8134790199281587
33,0.001,0.3523325562477112,0.8386951550361382,0.37989914417266846,0.8138088251983847
34,0.001,0.34899250268936155,0.8390814125531614,0.3782949447631836,0.8138962455761494
35,0.001,0.34574761986732483,0.8405275352052243,0.37895989418029785,0.8123725065339074
36,0.001,0.34052743315696715,0.8438801255338833,0.3768068552017212,0.811770332213616
37,0.001,0.34067867398262025,0.8418026264033662,0.37594830989837646,0.8108944076264051
38,0.001,0.3343037247657776,0.8450305598106886,0.3718659281730652,0.8118234782782577
39,0.001,0.33445188999176023,0.841994084473334,0.36421477794647217,0.8169691602701639
40,0.001,0.33237730264663695,0.8420424636549115,0.35970431566238403,0.8202665348935227
41,0.001,0.32694143056869507,0.8459892956782863,0.3550857901573181,0.823437917087402
42,0.001,0.3230666875839233,0.8480226305117594,0.3518502116203308,0.8245448463722143
43,0.001,0.3289904832839966,0.8420281536107075,0.34913480281829834,0.8255803358166294
44,0.001,0.3242415010929108,0.8447803756312601,0.3495900630950928,0.8248441691549495
45,0.001,0.3198302388191223,0.8472860556981806,0.3505201041698456,0.8235688773846468
46,0.001,0.3161464393138885,0.8498352118890304,0.35037484765052795,0.8226055094314079
47,0.001,0.3158185422420502,0.8489872334228576,0.35096174478530884,0.8210675433871855
48,0.001,0.3224338054656982,0.8417179965225253,0.34486818313598633,0.8243511949829647
49,0.001,0.31098994612693787,0.8512336891137392,0.34112548828125,0.8265571792012405
50,0.001,0.3117134690284729,0.850070008058543,0.342973530292511,0.8248375000973436
51,0.001,0.3125398576259613,0.8478092980639108,0.34278398752212524,0.8248183637849765
52,0.001,0.3123898208141327,0.8486923009588981,0.34101778268814087,0.8259632600855381
53,0.001,0.30694788694381714,0.8519833615353574,0.34488412737846375,0.8227857858644638
54,0.001,0.3079069674015045,0.8500824551735892,0.3410617709159851,0.8248198679503231
55,0.001,0.3138750672340393,0.8458164687456545,0.33927637338638306,0.826078565330264
56,0.001,0.30717648267745973,0.8505401613476713,0.34126076102256775,0.8243040548058502
57,0.001,0.3016322016716003,0.8531521288837791,0.34349972009658813,0.8225505564412636
58,0.001,0.30086018443107604,0.8529193633459531,0.345012903213501,0.820672070175472
59,0.001,0.30054850578308107,0.8539053551361644,0.3409755825996399,0.8237654554082443
60,0.001,0.3018153250217438,0.8510838526646042,0.33854031562805176,0.8253946352418942
61,0.001,0.3001229643821716,0.8525233419350235,0.33593103289604187,0.8271878253481288
62,0.001,0.30496070384979246,0.8484334143142541,0.33475568890571594,0.8268976518831896
63,0.001,0.2982075929641724,0.852595886697545,0.33611738681793213,0.825849494831694
64,0.001,0.2971943736076355,0.8535375071997957,0.3351154923439026,0.826623937842166
65,0.001,0.29654290080070494,0.854028484643805,0.336357057094574,0.8263775784008306
66,0.001,0.30029256939888,0.8510270936068817,0.3358440697193146,0.8261044699895945
67,0.001,0.29666000604629517,0.8525547299543652,0.33653220534324646,0.8250256480713507
68,0.001,0.29367135763168334,0.8548487381509975,0.33577418327331543,0.825624061132334
69,0.001,0.29372817277908325,0.8552741866950112,0.3374841809272766,0.8245696451713297
70,0.001,0.2930756747722626,0.8549627048764686,0.33526283502578735,0.8265410095355568
71,0.001,0.29796919226646423,0.8501228590466537,0.33494865894317627,0.8263858452575243
72,0.001,0.29045580625534057,0.856044649676027,0.3341240882873535,0.8260536339292519
73,0.001,0.29578748941421507,0.8513776383349324,0.3348020315170288,0.8257537068444026
74,0.001,0.292318719625473,0.854735211310743,0.3317359387874603,0.8280489286602968
75,0.001,0.2970765054225922,0.8511251603069447,0.3321908712387085,0.8273721240119871
76,0.001,0.2940604627132416,0.8531898168039876,0.33053845167160034,0.8287205037017455
77,0.001,0.29762142300605776,0.8502677490607895,0.3303869366645813,0.8281059335219967
78,0.001,0.2958313524723053,0.8524245630159422,0.32775893807411194,0.8294828139743243
79,0.001,0.2954231083393097,0.8514409764941067,0.32811248302459717,0.8293101317883969
80,0.001,0.29207009077072144,0.854207342026736,0.3290104866027832,0.8292603645722592
81,0.001,0.292578911781311,0.8540798761460205,0.3306581377983093,0.8279979444924821
82,0.001,0.29913445711135866,0.8504289068382491,0.32754021883010864,0.8288096058766469
83,0.001,0.2933958053588867,0.8535729000215184,0.32841309905052185,0.8289775508373968
84,0.001,0.29324114322662354,0.8532113987496419,0.32830721139907837,0.8291437769899825
85,0.001,0.29439125657081605,0.852905806239055,0.3274259567260742,0.829540906948216
86,0.001,0.2902649462223053,0.8548291702014681,0.3321548104286194,0.8262319387065873
87,0.001,0.2921234667301178,0.8539066780261614,0.3360408544540405,0.8237153126497185
88,0.001,0.290140175819397,0.8545361937130025,0.3325169086456299,0.8261285044083009
89,0.001,0.2914297580718994,0.8541585703247462,0.33058980107307434,0.8273008351124325
90,0.001,0.2928796887397766,0.8522903846839206,0.331735759973526,0.8268528432774438
91,0.001,0.28916187286376954,0.8557609539737813,0.33174872398376465,0.8274962554367533
92,0.001,0.28937878608703616,0.8559034091686606,0.332876592874527,0.826065372703263
93,0.001,0.28770169615745544,0.8560705837162059,0.3306821584701538,0.8279406407624625
94,0.001,0.28938058018684387,0.8550699031187827,0.3306335210800171,0.8274662051720811
95,0.001,0.287065589427948,0.8568140314793835,0.3311864733695984,0.8271981740506844
96,0.001,0.28831458687782285,0.8555463560050305,0.33344411849975586,0.8257060907089049
97,0.001,0.2883106589317322,0.8555092219986213,0.33281171321868896,0.8261610274592652
98,0.001,0.28642459511756896,0.8571322860487495,0.3344918489456177,0.8245194475110491
99,0.001,0.2883054554462433,0.8554019131391053,0.3368174433708191,0.8228911851735916
